food_id,food,caloric_value,fat,saturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,calcium,iron,nutrition_density,price,CO2_emissions_kg_per_kg,refined_category
659,dried tomatoes canned in oil,6,0.4,0.072,0.7,0,0.2,0.2,0,0.056,1.4,0.057,6.037,28,18.2,Vegetables
660,mixed vegetables canned,88,0.6,0.1,17.5,0,3.5,9.3,0,0.5,0,0.3,31.4,1,0.53,Vegetables
661,straw mushrooms canned,2,0.09,0.1,0.3,0,0.2,0.1,0,0.049,0,0.06,0.771,61,14.5,Processed Foods
662,capers canned,2,0.089,0.021,0.4,0.011,0.2,0.3,0,0.2,3.4,0.1,4.856,65,18.9,Processed Foods
663,red peppers canned,15,0.058,0.03,3.7,2.4,0.7,0.9,0,0.9,5.1,0.4,60.443,34,3.3,Herbs & Spices
664,carrots canned,104,0.6,0.1,24.4,11.2,2.6,8.2,0,0.2,0.028,0.5,36.875,27,0.43,Vegetables
665,tomatoes in tomato juice canned,41,0.3,0.08,9.6,5.7,1.9,2.4,0,0.3,74.4,2.3,113.2,35,17.7,Vegetables
666,asparagus canned,62,0.7,0.2,10.2,4.1,7.4,4.1,0,0.1,61.7,2.5,154.4,83,0,Processed Foods
667,sweet red peppers canned,25,0.4,0.013,5.5,0,1.1,1.7,0,1.9,57.4,1.1,132.3,10,14.7,Herbs & Spices
668,onions canned,12,0.084,0.045,2.5,1.4,0.5,0.8,0,0.2,28.4,0.011,34.925,57,0.5,Vegetables
669,turnip greens canned,27,0.4,0.1,4,0.6,2,1.9,0,0.082,169.9,2.2,202.7,43,10.9,Processed Foods
670,hearts of palm,9,0.2,0.056,1.5,0,0.8,0.8,0,0.1,19.1,1,26,10,2.7,Processed Foods
671,spinach canned,44,0.9,0.1,6.8,0,4.9,3.7,0,0.7,194.2,3.7,245.8,34,0.5,Vegetables
672,sweet potato canned,568,1.3,0.3,133.5,98.3,6.3,16,0,0.3,95.7,5.1,324.9,73,0.46,Vegetables
673,corn canned,49,0.6,0.032,11.1,3.3,1.6,1.4,0,0.2,0,0.02,14.834,9,1,Processed Foods
674,peas carrots canned,97,0.7,0.1,21.6,7.2,5.5,8.4,0,0.7,0.059,0.3,36.729,14,1,Plant-Based Proteins
675,crookneck squash canned,27,0.1,0.088,6.2,2.5,1.3,2.9,0,0.006,25.2,1.5,42.9,70,18.2,Processed Foods
676,tomatoes canned,77,0.7,0.062,17.6,10.6,4,4.6,0,0.3,82.3,3.1,134.6,5,9.9,Vegetables
677,pimento canned,44,0.6,0.004,9.8,5.2,2.1,3.6,0,0.006,11.5,3.2,193.8,99,0.4,Processed Foods
678,sweet green peppers canned,25,0.4,0.037,5.5,0,1.1,1.7,0,1.9,57.4,1.1,132.3,66,9.7,Herbs & Spices
679,peas canned,57,0.8,0.1,9.5,0,3.5,0,0,0.2,0,0.091,13.89,41,1,Plant-Based Proteins
680,chili peppers canned,29,0.4,0.013,6.4,0,1,2.4,0,0.6,50,1.8,109.5,68,7.9,Herbs & Spices
681,green peppers canned,15,0.074,0.096,3.7,2.3,0.7,0.9,0,0.9,5.1,0.4,60.468,80,6.6,Herbs & Spices
682,grape leaves canned,20,0.6,0.065,3.3,0,1.2,2.8,0,0.8,81.8,0.8,93.7,1,19.7,Fruits
683,sauerkraut canned,27,0.2,0.023,6.1,2.5,1.3,4.1,0,0.9,0.096,0.1,12.078,57,3.9,Processed Foods
684,beets canned,69,0.2,0.017,16.2,13.2,2,3,0,0.02,32,1.5,61.8,40,0.43,Processed Foods
685,stewed tomatoes canned,66,0.5,0.078,15.8,9,2.3,2.6,0,0.6,0.039,0.3,21.684,54,18.6,Vegetables
686,tomato paste canned,215,1.2,0.3,49.5,31.9,11.3,10.7,0,2.1,94.3,7.8,232.2,41,13.5,Vegetables
687,bacon ranch salad mcdonalds,389,20.1,5.2,19.4,4.9,28.1,3.2,70.2,0.9,146.7,1.9,250.3,11,11.8,Processed Foods
688,caesar salad with grilled chicken mcdonalds,201,5.6,3,11.3,4.8,29.1,3.3,71,0.6,189.4,1.8,271.9,18,6,Meat & Poultry
689,caesar salad mcdonalds,94,4.4,2.5,9.1,4.4,6.8,3.4,10.7,0.2,183.2,1.3,238.2,61,17.8,Processed Foods
690,vegetable salad,22,0.054,0.053,4.4,0,1.7,0,0,0.025,17.9,0.9,56.916,28,0.53,Vegetables
691,vegetable salad with chicken,70,1.5,0.4,2.5,0,11.6,0,47.9,0.1,24.7,0.7,52.69,15,6,Meat & Poultry
692,potato salad,358,20.5,3.6,27.9,0,6.7,3.3,170,1.3,47.5,1.6,132.547,34,0.46,Vegetables
693,taco salad taco bell,906,48.9,15.9,80.5,0,35.7,16,101.3,1.9,506.4,9.4,696.9,20,17.6,Processed Foods
694,iceberg lettuce,8,0.045,0.089,1.7,1.1,0.5,0.7,0,0.022,0.079,0.033,3.064,11,0.5,Processed Foods
695,cornsalad,12,0.2,0,2,0,1.1,0,0,0.067,0,0.092,3.593,86,18.7,Processed Foods
696,potato salad with egg,393,23.5,3.6,40.5,12.4,4.9,3.3,42.5,0.8,37.5,1.3,113.038,80,3,Eggs
697,side salad mcdonalds,17,0.2,0.014,3.7,1.9,0.9,1.4,0,0.037,20.9,0.6,41.4,48,4.9,Processed Foods
698,caesar salad with crispy chicken mcdonalds,349,16.4,4.3,19.2,4.5,25.7,3.4,55.6,0.7,188.5,1.8,285.9,35,6,Meat & Poultry
699,grape apple salad with walnuts,191,8.2,1.1,25.6,20.3,3.5,3.6,1.6,0.087,70.1,0.5,119.357,82,0.43,Fruits
700,vegetable salad with cheese egg,68,3.9,2,3.2,0,5.8,0,65.1,0.044,66.5,0.4,86.317,8,3,Dairy Products
701,celtuce,1,0.088,0,0.3,0,0.071,0.1,0,0.094,3.1,0.079,5.255,3,13.3,Processed Foods
702,arugula,5,0.1,0.029,0.7,0.4,0.5,0.3,0,0.018,32,0.3,36.9,81,6.5,Processed Foods
703,vegetable salad with shrimp,71,1.7,0.4,4.4,0,9.7,0,119.5,0.3,39.3,0.6,61.8,47,0.53,Seafood
704,coleslaw,292,18.9,3.1,28.4,23.3,1.8,3.6,7.6,0.4,0.1,0.039,53.118,54,18.1,Processed Foods
705,shiitake mushrooms cooked,10,0.007,0.061,2.6,0.7,0.3,0.4,0,0.048,0,0.2,3.573,31,7.5,Processed Foods
706,shiitake mushrooms raw,6,0.039,0,1.3,0.5,0.4,0.5,0,0.096,0.4,0.05,2.788,31,3.9,Processed Foods
707,crimini mushrooms,1,0.018,0.054,0.3,0.1,0.2,0.064,0,0.086,0,0.098,0.681,43,8.4,Processed Foods
708,mushrooms raw,15,0.2,0.052,2.3,1.4,2.2,0.7,0,0.053,2.1,0.4,9.4,68,3.5,Processed Foods
709,portabella mushrooms grilled,35,0.7,0.023,5.4,2.7,4,2.7,0,0.047,0,0.5,13.4,63,2.1,Processed Foods
710,maitake mushrooms,0,0.017,0.011,0.072,0.043,0.016,0.041,0,0.059,0,0.013,0.374,43,13.2,Processed Foods
711,shiitake mushrooms dried,11,0.061,0.014,2.7,0.046,0.3,0.4,0,0.086,0.4,0.022,4.01,13,2.4,Processed Foods
712,chanterelle mushrooms,2,0.063,0,0.4,0.076,0.033,0.2,0,0.028,0,0.067,0.757,97,3.9,Processed Foods
713,cloud ear fungus dried,80,0.2,0,20.4,0,2.6,19.6,0,0.036,44.5,1.6,88.9,71,4,Processed Foods
714,mushrooms cooked,44,0.7,0.05,8.3,3.7,3.4,3.4,0,0.011,0,0.8,16.7,76,17,Processed Foods
715,pepeao dried,72,0.1,0,19.4,0,1.2,0,0,0.072,0,1.2,22.1,80,1,Plant-Based Proteins
716,truffles,61,4.1,2.2,5.4,4.6,0.7,0.3,6.4,0.034,18.8,0.2,29.59,89,18,Processed Foods
717,jews ear,25,0.095,0,6.7,0,0.5,0,0,0.027,15.8,0.6,24.249,68,17.1,Processed Foods
718,enoki mushrooms,1,0.099,0.027,0.2,0.034,0.062,0.089,0,0.084,0,0.099,0.433,68,5.2,Processed Foods
719,morel mushrooms,4,0.07,0.056,0.7,0.096,0.4,0.4,0,0.08,0,0.056,1.727,63,2.4,Processed Foods
720,portabella mushrooms raw,19,0.3,0.036,3.3,2.2,1.8,1.1,0,0.014,2.6,0.3,9.4,93,3.7,Processed Foods
721,oyster mushroom,5,0.035,0.016,0.9,0.2,0.5,0.3,0,0.098,0,0.008,1.804,54,8.6,Processed Foods
